project_name,name,title,deneme,org_id,idea,project_link,nextt,tag,key,description
,Pencil Code Foundation,,,pencilcode,"<a href=""http://ideas.pencilcode.net/"" target=""_blank"" rel=""nofollow"">Ideas page</a>",,,"education, programming language, visualization, graphics, ide",google/gsoc2015/pencilcode,
,phpMyAdmin,,,phpmyadmin,"<a href=""https://wiki.phpmyadmin.net/pma/GSoC_2015_Ideas_List"" target=""_blank"" rel=""nofollow"">Ideas page</a>",,,"mysql, php, html, ajax, javascript, sql",google/gsoc2015/phpmyadmin,
,"Pidgin, Finch, and libpurple",,,pidgin,"<a href=""https://developer.pidgin.im/wiki/SoCAndBountyIdeas#ProjectIdeas"" target=""_blank"" rel=""nofollow"">Ideas page</a>",,,"pidgin, finch, libpurple, instant messaging, im, networking, gtk, glib, c",google/gsoc2015/pidgin,
,PLASMA @ UMass,,,plasma_umass,"<a href=""https://github.com/plasma-umass/GSoC-2014/wiki/Idea-List-for-Google-Summer-of-Code-2015"" target=""_blank"" rel=""nofollow"">Ideas page</a>",,,"Domain-Specific Languages, DSL, Scala, Java, Mechanical Turk, JavaScript, TypeScript, JVM, Python, R, interpreter, compiler, networking, crowdsourcing",google/gsoc2015/plasma_umass,
,Portable Native Client,,,pnacl,"<a href=""https://developer.chrome.com/native-client/reference/ideas"" target=""_blank"" rel=""nofollow"">Ideas page</a>",,,"nacl, pnacl, chrome, llvm, c, c++, compiler, compilers, systems, security, performance",google/gsoc2015/pnacl,
,Portland State University,,,portland_state,"<a href=""http://summer.cs.pdx.edu/ideas"" target=""_blank"" rel=""nofollow"">Ideas page</a>",,,"new projects, academic, odd projects, spatial, GIS",google/gsoc2015/portland_state,
,PostgreSQL Project,,,postgresql,"<a href=""http://www.postgresql.org/developer/summerofcode"" target=""_blank"" rel=""nofollow"">Ideas page</a>",,,"database, postgres, postgresql, C, C++, PHP, Perl, Python, Java, SQL, json",google/gsoc2015/postgresql,
,Privly Foundation,,,privly,"<a href=""https://github.com/privly/privly-organization/wiki/Ideas"" target=""_blank"" rel=""nofollow"">Ideas page</a>",,,"privacy, security, browser extensions, javascript, cryptography, android, HTML5, Chrome, Firefox, Jetpack, Python, Ruby, Selenium, Webdriver, Content Scripts, Browser, Web",google/gsoc2015/privly,
,,"
  Tabulated Frontend to FPROPS
",,,,,,,," ASCEND, We plan to give a efficient frontend to FPROPS by implementing a Tabulated Taylor Series Expansion. We expect this implementation to reduce the computation time as bulk of the time is moved to allocating and building the table. After that, successive calls to evaluate some thermodynamic state property can be efficiently calculated by looking up into the table and doing very few arithmetic operations to get the result."
,,"
  Apache CouchDB - [COUCHDB-2214] Dashboard as main page
",,,,,,,," Apache Software Foundation, Currently, the main page of Fauxton is list of all databases on the server. Main purpose of this project is to create a dashboard for Fauxton which have a nice welcome page with useful information as summary from other sources. This dashboard will be the main page of Fauxton after implemented."
,,"
  Open-Source UAV Processing For Ecological Research
",,,,,,,," Africa Soil Information Service, With guidance from mentors, inspect data processing workflow used by drone processing software, and help select amongst open source alternatives for each component in the workflow. Iteratively chain these alternatives together to produce an end-to-end open-source workflow that can replace the original, and implementing some parts from scratch here and there when there are no open source offerings."
,,"
  Boost uBLAS EigenSolver
",,,,,,,," Boost C++ Libraries, In this project, I propose to extend the usability of the Boost uBLAS Linear Algebra Library with an eigensolver module for real, dense matrices. Apart from Eigen Decomposition, modules will be provided for SVD which is one of the most commonly used operations in data mining, machine learning and other scientific applications. The algorithms implemented will closely follow other commercial libraries like Eigen and Armadillo."
,,"
  Bulk Data Transfer
",,,,,,,," Biomedical Informatics, Emory University, The Cancer Imaging Archive (TCIA) currently uses a Java WebStart solution which is to be replaced by  a web based version. This solution should have functionalities like parallel streaming, tracking download, data consistency validation and has to be able to recover from failure and interruptions.

Link to the Google Doc Proposal version is mentioned in the ""Additional Info URL"" field."
,,"
  Inventory Management Module for Bika LIMS
",,,,,,,," Bika Open Source LIMS Collective, The project aims to create a one-stop solution for the management of inventory in a laboratory, from the purchase and supply of inventory to its storage, analysis, stock control and defect management. In addition, the module will aid the laboratory users by evaluating the current stock and expenses. Based on this data predictions will be made on the depletion time of stocks and their future demand. The audit trails for each data change are also recorded in accordance with GLP and FDA Guidelines."
,,"
  Implementation of XEP-0322 Efficient XML Interchange (EXI) Format
",,,,,,,," BEAM Community, The main goal of my project is to add support for EXI to MongooseIM. This will also require extending the Escalus XMPP library with the ability to communicate with MongooseIM using EXI."
,,"
  PRUSS Support for newer kernels
",,,,,,,," BeagleBoard.org, The aim is to build a framework for easy communication between the ARM and PRUSS. Currently these features are provided by libprussdrv and linux kernel’s remoteproc infrastructure. However both have their limitation and require developers to hack kernel drivers to optimize them for their application. This project would develop a lightweight, robust easy-to-use, yet powerful communication framework for ARM-PRU, which would make life for beaglebone users a lot easier."
,,"
  Improving the development lifecycle
",,,,,,,," CCExtractor development, An improvement of the development lifecycle for CCExtractor will help raise the quality of the code and the implementation of several standards."
,,"
  Practice Handwriting Application Project Proposal
",,,,,,,," BuildmLearn, This mobile application is helpful to children who are learning how to write, by allowing them to practice their handwriting skills.

The application would present letters & words, and allow the kids to trace them. Voice/Speech/Haptic warnings would be given instantaneously when the trace is wrong. The kids would be able to save traces for their own self assessment."
,,"
  Replacing old ""try"" with a new HTTP REST ""try"" client for force scheduler
",,,,,,,," Buildbot, Right now, we have a ""try"" client linked to the try scheduler via ssh and pb methods. I am proposing to replace this ""try"" client with a new HTTP REST based ""try"" client that will communicate with force scheduler via HTTP rest calls, have force scheduler create SourceStamp instead of creating them by itself, test the patches and return the results back to the web client."
,,"
  Implementing perfect hashing for mapping XID types to loaded principals
",,,,,,,," Boston University / XIA, Linux XIA needs to hash XID types to unique buckets in a couple of places of its codebase. This mapping must be highly efficient because it affects the speed of routing packets, so if there is a guarantee that no two XID types hash to the same bucket, the code can make fewer memory accesses. This problem is called perfect hashing in the literature."
,,"
  Sigourney: a Boolean Weaver for BRL-CAD
",,,,,,,," BRL-CAD, BRL-CAD uses CSG in order to perform operations (e.g. union, intersection,
subtraction) with primitives. I propose to design a new, higher performance,
implementation of the boolean weaver component which is used to implement
CSG. The idea is to minimize branch divergence and perform static and runtime
expression optimizations in order to further reduce the time required to perform
the CSG operations and thus render scenes more quickly."
,,"
  Testing environment for Clojure-Android projects
",,,,,,,," Clojure, Create a testing environment/library for Clojure-Android projects that leverages commonly used Android testing solutions and integrates with existing Clojure testing frameworks. The testing enviroment has to be capable of running tests without device or emulator. Provide test coverage for existing Clojure-Android build tool and toolkit libraries.
Mentor: Daniel Solano Gómez"
,,"
  Integrating Google Analytics With CiviCRM And A/B Testing
",,,,,,,," CiviCRM, The project involves integrating various API's provided by Google Analytics with CiviCRM for better web tracking."
,,"
  Vector Data Visualization with Geography Markup Language
",,,,,,,," Cesium Community, Geography Markup Language(GML) is a XML encoding for representing geographical features. It is an OGC standard and an open data interchange format on the internet. The scope of this project is not support for entire GML schema but a Simple Feature Profile(SFP). It is a subset of the entire schema and provides only the basic and essential features. Web Feature Service(WFS) has native support for SFP and therefore, this project will be a stepping stone for implementation of WFS in cesium."
,The Processing Foundation,,,processing,"<a href=""https://github.com/processing/processing/wiki/Project-List"" target=""_blank"" rel=""nofollow"">Ideas page</a>",,,"processing, java, javascript, python, art, design",google/gsoc2015/processing,
,Python Software Foundation,,,python,"<a href=""https://wiki.python.org/moin/SummerOfCode/2015"" target=""_blank"" rel=""nofollow"">Ideas page</a>",,,"python, pydy, mailman, MNE, Moin, MoinMoin. Networkx, DyPy, Scipy, Numpy, Sympy, TARDIS-SN, Theano, Vispy, web, compiler, mathematics, wiki. magnetoencephalography, ECG, dMRI, email, mailman, astropy, dipy, gns3, Mars, Italian Mars Society, kivy, hdl, MyHDL, Qtile, pgmpy, plone, PyPy, scikit, scikit-image, scikit-learn, scrapinghub, statsmodel, Sunpy",google/gsoc2015/python,
,QEMU,,,qemu,"<a href=""http://qemu-project.org/Google_Summer_of_Code_2015"" target=""_blank"" rel=""nofollow"">Ideas page</a>",,,"emulator, emulation, virtualization, lowlevel, os, bootloader, compiler, kernel, kvm, xen, c",google/gsoc2015/qemu,
,Ruby on Rails,,,rails,"<a href=""https://github.com/railsgsoc/ideas/wiki/2015-Ideas"" target=""_blank"" rel=""nofollow"">Ideas page</a>",,,"web development, web, ruby, rails, ruby on rails",google/gsoc2015/rails,
,Red Hen Lab,,,redhenlab,"<a href=""https://sites.google.com/site/distributedlittleredhen/gsoc2015"" target=""_blank"" rel=""nofollow"">Ideas page</a>",,,"linguistics, discourse, nlp, multimodal, communication, computation, statistics, search, opencv, audio, video, body language, cluster, corpus, archive, university, universities, global, multilanguage",google/gsoc2015/redhenlab,
,RIOT,,,riot,"<a href=""https://github.com/RIOT-OS/RIOT/wiki/GSOC-Idea-List"" target=""_blank"" rel=""nofollow"">Ideas page</a>",,,"RIOT, IoT, Internet of Things, Operating System, Open Source, Embedded",google/gsoc2015/riot,
,RoboComp,,,robocomp,"<a href=""https://robocomp.github.io/robocomp/gsoc15-robocomp-ideas.html"" target=""_blank"" rel=""nofollow"">Ideas page</a>",,,"robotics, framework, computer vision",google/gsoc2015/robocomp,
,RouteFlow,,,routeflow,"<a href=""https://sites.google.com/site/routeflow/updates/gsoc-ideas"" target=""_blank"" rel=""nofollow"">Ideas page</a>",,,"routing, virtualization, cloud, networking, sdn, openflow",google/gsoc2015/routeflow,
,R Project for Statistical Computing,,,rproject,"<a href=""https://github.com/rstats-gsoc/gsoc2015/wiki/table-of-proposed-coding-projects"" target=""_blank"" rel=""nofollow"">Ideas page</a>",,,"data, statistics, rstats, r, visualization",google/gsoc2015/rproject,
,Rspamd spam filtering system,,,rspamd,"<a href=""https://rspamd.com/ideas.html"" target=""_blank"" rel=""nofollow"">Ideas page</a>",,,"spam filtering, email, high performance, event model, C, machine learning, lua, cryptography",google/gsoc2015/rspamd,
,RTEMS Project,,,rtems,"<a href=""https://devel.rtems.org/wiki/Developer/OpenProjects"" target=""_blank"" rel=""nofollow"">Ideas page</a>",,,"real-time, realtime, real time, operating system, OS, RTOS, kernel, FreeBSD, NetBSD, BSD, POSIX, C, C++, Ada, Go, Lua, Python, Erlang, space, robotics, unmanned systems, OSAL, embedded, Beagleboard, RaspberryPi, gdb, gcc, compilers, clang, llvm, x86, i386, ARM, MIPS, SPARC, LEON, PowerPC, multicore, SMP, synchronization, security, filesystems, tracing, GUI, graphics, Qemu, Simulation, Simulator, Waf, Automation, Testing, Standards",google/gsoc2015/rtems,
,Ruby,,,ruby,"<a href=""https://github.com/rubygsoc/rubygsoc/wiki/Ideas-List"" target=""_blank"" rel=""nofollow"">Ideas page</a>",,,"language, oop",google/gsoc2015/ruby,
,Sage Mathematical Software System,,,sagemath,"<a href=""http://wiki.sagemath.org/GSoC/2015"" target=""_blank"" rel=""nofollow"">Ideas page</a>",,,"mathematics, math, python, cython, c, cpp, html, javascript",google/gsoc2015/sagemath,
,Samba,,,samba,"<a href=""https://wiki.samba.org/index.php/SoC/Ideas"" target=""_blank"" rel=""nofollow"">Ideas page</a>",,,"C, CIFS, SMB, kernel",google/gsoc2015/samba,
,Saros,,,saros,"<a href=""http://www.saros-project.org/gsoc/2015/ideas"" target=""_blank"" rel=""nofollow"">Ideas page</a>",,,"collaborative programming, distributed programming, java, xmpp, plugin, eclipse, intellij idea",google/gsoc2015/saros,
,Scala Team,,,scalateam,"<a href=""http://scala-lang.org/gsoc/2015.html"" target=""_blank"" rel=""nofollow"">Ideas page</a>",,,"scala, functional programming, language design, ide, sbt",google/gsoc2015/scalateam,
,Scilab Enterprises,,,scilab_enterprises,"<a href=""http://wiki.scilab.org/GSoC_project_proposal"" target=""_blank"" rel=""nofollow"">Ideas page</a>",,,,google/gsoc2015/scilab_enterprises,
,Ruby Science Foundation,,,sciruby,"<a href=""https://github.com/SciRuby/sciruby/wiki/Google-Summer-of-Code-2015-Ideas"" target=""_blank"" rel=""nofollow"">Ideas page</a>",,,"science, ruby, engineering, data visualization, scientific computing, c, c++, java, space, biology, chemistry, physics, graph theory, statistics, bioinformatics",google/gsoc2015/sciruby,
,Sustainable Computing Research Group ( SCoRe ),,,scorelab,"<a href=""http://www.scorelab.org/page/gsoc2015.html"" target=""_blank"" rel=""nofollow"">Ideas page</a>",,,"IoT, wireless sensor networks, embedded systems, digital forensic, information security, mobile applications, e-learning",google/gsoc2015/scorelab,
,The STE||AR Group,,,stellar,"<a href=""https://github.com/STEllAR-GROUP/hpx/wiki/GSoC-2015-Project-Ideas"" target=""_blank"" rel=""nofollow"">Ideas page</a>",,,"parellelism, performance, scalability, standardization, distributed computing, high performance computing, C++",google/gsoc2015/stellar,
,"Department of Biomedical Informatics, Stony Brook University",,,stonybrookbmi,"<a href=""http://goo.gl/PZ0ytf"" target=""_blank"" rel=""nofollow"">Ideas page</a>",,,"Biomedial Informatics, medial imaging, bioinformatics, public health informatics, MapReduce",google/gsoc2015/stonybrookbmi,
,strace,,,strace,"<a href=""https://sourceforge.net/p/strace/wiki/GoogleSummerOfCode2015/"" target=""_blank"" rel=""nofollow"">Ideas page</a>",,,"linux, syscall, strace, tracing, C, qemu",google/gsoc2015/strace,
,Subsurface,,,subsurface,"<a href=""http://trac.subsurface-divelog.org/wiki/Subsurface_GSOC_2015_Idea_List"" target=""_blank"" rel=""nofollow"">Ideas page</a>",,,"divelog, C, C++, qt, ios, android",google/gsoc2015/subsurface,
,Sugar Labs,,,sugarlabs,"<a href=""http://wiki.sugarlabs.org/go/Summer_of_Code/2015"" target=""_blank"" rel=""nofollow"">Ideas page</a>",,,"children, learning, Python, Javascript",google/gsoc2015/sugarlabs,
,The syslog-ng project,,,syslog_ng,"<a href=""https://github.com/balabit/syslog-ng/wiki/GSoC2015-idea-&amp;-project-list"" target=""_blank"" rel=""nofollow"">Ideas page</a>",,,"syslog, logging, event processing, security, C, Java, Python",google/gsoc2015/syslog_ng,
,"Systers, an Anita Borg Institute Community",,,systers,"<a href=""https://github.com/systers/ossprojects/wiki/GSoC-2015"" target=""_blank"" rel=""nofollow"">Ideas page</a>",,,"Systers, Anita Borg Institute, Women in Computing, python, django, ruby on rails, android, iOS, automated testing, selenium, Mailman, web development, mobile development",google/gsoc2015/systers,
,TARDIS SN,,,tardis_sn,"<a href=""https://github.com/tardis-sn/tardis/wiki/GSoC-2015-ideas-Page-for-TARDIS-SN"" target=""_blank"" rel=""nofollow"">Ideas page</a>",,,"astronomy, c, python, git",google/gsoc2015/tardis_sn,
,TEAMMATES @ National University of Singapore,,,teammates,"<a href=""http://tinyurl.com/teammates-ideas"" target=""_blank"" rel=""nofollow"">Ideas page</a>",,,"java, app engine, SaaS, PaaS, cloud, education, JavaEE, JavaScript, GitHub, JavaFx",google/gsoc2015/teammates,
,Tox Foundation,,,tox,"<a href=""https://wiki.tox.im/GSoC/2015/Ideas"" target=""_blank"" rel=""nofollow"">Ideas page</a>",,,"Skype, secure, communications, messaging, im, distributed, hash table, decentralized, encryption, chatting, free, gpl, C, C++, Qt, Android, iOS, UDP, TCP, networking, groups, video, audio, chatting, java, C#, .net, python, objective C, OS X, iOS",google/gsoc2015/tox,
,Tux4Kids,,,tux4kids,"<a href=""https://code.google.com/p/google-summer-of-code-2015-tux4kids/wiki/IdeasList"" target=""_blank"" rel=""nofollow"">Ideas page</a>",,,"C, C++, Android, SDL, HTML 5, iOS, JavaScript",google/gsoc2015/tux4kids,
